  cust  |  prod  | quant 
 Emily  | Jelly  |   117
 Mia    | Dates  |   511
 Emily  | Apple  |   187
 Claire | Dates  |   164
 Wally  | Ice    |   411
 Boo    | Ham    |   898
 Dan    | Ham    |    62
 Dan    | Grapes |   219
 Dan    | Fish   |   453
 Claire | Eggs   |   302
 Helen  | Ham    |   463
 Wally  | Dates  |   963
 Claire | Eggs   |   876
 Sam    | Fish   |   154
 Mia    | Jelly  |    60
 Emily  | Dates  |   863
 Mia    | Cherry |   143
 Emily  | Eggs   |   572
 Claire | Butter |   534
 Boo    | Ham    |    23
 Chae   | Butter |   598
 Chae   | Dates  |   624
 Sam    | Butter |    65
 Sam    | Eggs   |    67
 Mia    | Fish   |   421
 Claire | Jelly  |   138
 Emily  | Butter |   340
 Mia    | Butter |   340
 Sam    | Ice    |   700
 Emily  | Grapes |   201
 Emily  | Cherry |   378
 Claire | Butter |   305
 Dan    | Jelly  |   700
 Sam    | Ice    |   593
 Mia    | Butter |   309
 Helen  | Cherry |   761
 Emily  | Apple  |   853
 Claire | Grapes |   859
 Wally  | Apple  |   173
 Dan    | Cherry |   995
 Helen  | Apple  |   767
 Sam    | Fish   |   896
 Wally  | Eggs   |   286
 Wally  | Butter |   470
 Wally  | Ice    |   421
 Helen  | Cherry |   795
 Helen  | Cherry |   143
 Dan    | Cherry |   170
 Claire | Ice    |    32
 Chae   | Eggs   |   312
 Mia    | Ham    |   886
 Helen  | Dates  |   181
 Sam    | Dates  |   680
 Boo    | Cherry |   263
 Wally  | Butter |   399
 Dan    | Grapes |   489
 Mia    | Ham    |   461
 Emily  | Cherry |   724
 Claire | Grapes |   740
 Claire | Jelly  |   459
 Helen  | Butter |   515
 Claire | Ice    |   476
 Boo    | Grapes |   737
 Helen  | Cherry |   613
 Emily  | Jelly  |    41
 Emily  | Fish   |   559
 Dan    | Grapes |   188
 Boo    | Jelly  |    40
 Boo    | Cherry |     4
 Wally  | Butter |    39
 Chae   | Apple  |   787
 Helen  | Ice    |   694
 Mia    | Dates  |   886
 Wally  | Jelly  |   328
 Claire | Eggs   |   503
 Emily  | Cherry |   631
 Claire | Grapes |   807
 Claire | Dates  |    83
 Boo    | Eggs   |   861
 Chae   | Eggs   |   848
 Mia    | Jelly  |   832
 Claire | Butter |   874
 Mia    | Cherry |   325
 Helen  | Jelly  |   463
 Mia    | Dates  |   316
 Wally  | Ham    |   781
 Helen  | Cherry |   229
 Wally  | Ham    |   719
 Emily  | Ice    |    72
 Helen  | Grapes |   597
 Boo    | Fish   |   906
 Claire | Jelly  |    22
 Helen  | Cherry |   593
 Mia    | Grapes |    44
 Boo    | Grapes |    72
 Wally  | Butter |   909
 Boo    | Ham    |   974
 Mia    | Dates  |   630
 Boo    | Cherry |   366
 Sam    | Ice    |   206
 Dan    | Butter |   164
 Wally  | Cherry |   857
 Boo    | Fish   |   507
 Emily  | Cherry |   681
 Boo    | Ice    |   771
 Helen  | Dates  |   500
 Mia    | Fish   |   226
 Dan    | Eggs   |   914
 Boo    | Jelly  |    51
 Mia    | Cherry |   721
 Dan    | Eggs   |   632
 Sam    | Eggs   |   570
 Dan    | Cherry |   594
 Emily  | Butter |   640
 Wally  | Dates  |   364
 Chae   | Jelly  |   316
 Helen  | Butter |   282
 Mia    | Ham    |    39
 Mia    | Jelly  |   841
 Boo    | Jelly  |   254
 Wally  | Jelly  |   750
 Claire | Grapes |   640
 Dan    | Fish   |   421
 Wally  | Ham    |   527
 Emily  | Jelly  |   101
 Dan    | Jelly  |   713
 Wally  | Ice    |   650
 Helen  | Cherry |   490
 Boo    | Eggs   |   118
 Mia    | Grapes |   774
 Wally  | Apple  |   817
 Emily  | Grapes |   241
 Boo    | Grapes |   671
 Dan    | Fish   |   440
 Claire | Dates  |   147
 Wally  | Eggs   |   289
 Wally  | Ham    |   446
 Helen  | Jelly  |   717
 Mia    | Butter |    20
 Dan    | Butter |   233
 Emily  | Cherry |   736
 Claire | Dates  |   136
 Dan    | Eggs   |   807
 Wally  | Cherry |   263
 Sam    | Dates  |   628
 Chae   | Grapes |   371
 Sam    | Jelly  |   475
 Sam    | Apple  |   564
 Claire | Apple  |   615
 Boo    | Cherry |   968
 Claire | Ham    |   680
 Sam    | Dates  |   399
 Wally  | Fish   |   727
 Claire | Dates  |   295
 Chae   | Dates  |   969
 Boo    | Eggs   |   990
 Chae   | Butter |   400
 Emily  | Butter |   921
 Helen  | Ham    |   410
 Mia    | Eggs   |   931
 Wally  | Fish   |    19
 Mia    | Ham    |   162
 Sam    | Dates  |   727
 Boo    | Cherry |   800
 Emily  | Ham    |   407
 Wally  | Dates  |   480
 Claire | Ice    |   877
 Wally  | Dates  |   382
 Helen  | Ice    |   202
 Boo    | Cherry |    99
 Chae   | Ham    |   215
 Boo    | Eggs   |   211
 Helen  | Eggs   |   164
 Mia    | Apple  |   236
 Emily  | Fish   |   284
 Claire | Ham    |   330
 Sam    | Dates  |   782
 Wally  | Ham    |    45
 Wally  | Butter |   919
 Chae   | Ham    |   363
 Sam    | Jelly  |   532
 Boo    | Dates  |   365
 Mia    | Fish   |   190
 Wally  | Eggs   |   951
 Mia    | Eggs   |   953
 Emily  | Dates  |   753
 Claire | Grapes |   224
 Sam    | Fish   |   754
 Claire | Eggs   |    66
 Dan    | Ice    |   441
 Sam    | Cherry |   731
 Mia    | Apple  |   346
 Wally  | Grapes |   371
 Mia    | Apple  |   908
 Emily  | Fish   |   932
 Claire | Jelly  |   877
 Mia    | Butter |   400
 Helen  | Butter |   557
 Dan    | Eggs   |   756
 Wally  | Fish   |   641
 Mia    | Dates  |   597
 Claire | Grapes |   443
 Mia    | Ham    |   405
 Dan    | Ham    |   532
 Wally  | Fish   |   550
 Mia    | Eggs   |   866
 Emily  | Jelly  |   794
 Emily  | Grapes |   483
 Claire | Eggs   |   199
 Chae   | Apple  |   180
 Dan    | Dates  |   860
 Helen  | Cherry |   618
 Sam    | Ice    |   395
 Sam    | Eggs   |   455
 Chae   | Ham    |   905
 Wally  | Jelly  |   685
 Chae   | Grapes |   646
 Sam    | Ice    |   186
 Wally  | Fish   |   402
 Helen  | Butter |    67
 Emily  | Fish   |   490
 Helen  | Jelly  |   236
 Boo    | Eggs   |   378
 Dan    | Ice    |   623
 Sam    | Ham    |   731
 Helen  | Apple  |    24
 Emily  | Apple  |   341
 Emily  | Butter |   624
 Helen  | Eggs   |   606
 Chae   | Grapes |   907
 Chae   | Butter |   811
 Sam    | Ice    |   802
 Wally  | Dates  |   535
 Claire | Fish   |   612
 Wally  | Grapes |   164
 Mia    | Butter |   457
 Wally  | Fish   |   329
 Sam    | Ice    |   788
 Helen  | Fish   |   498
 Emily  | Jelly  |   549
 Dan    | Apple  |   303
 Claire | Eggs   |   432
 Dan    | Cherry |    67
 Mia    | Eggs   |   184
 Emily  | Jelly  |   749
 Claire | Ice    |   273
 Chae   | Dates  |   761
 Helen  | Fish   |   358
 Mia    | Dates  |   870
 Mia    | Fish   |   917
 Emily  | Grapes |   937
 Sam    | Jelly  |   908
 Helen  | Dates  |   158
 Sam    | Ham    |   194
 Emily  | Ham    |   500
 Helen  | Jelly  |    79
 Sam    | Jelly  |   478
 Sam    | Ham    |   248
 Emily  | Jelly  |   576
 Boo    | Ham    |   328
 Mia    | Butter |   156
 Helen  | Fish   |   228
 Claire | Dates  |   999
 Dan    | Cherry |   783
 Chae   | Eggs   |   361
 Helen  | Jelly  |    58
 Claire | Dates  |   653
 Sam    | Butter |   753
 Emily  | Eggs   |   977
 Emily  | Eggs   |    83
 Boo    | Ice    |   857
 Helen  | Eggs   |   103
 Mia    | Ham    |   600
 Chae   | Butter |   124
 Wally  | Cherry |   481
 Claire | Apple  |   734
 Boo    | Eggs   |   962
 Sam    | Apple  |   475
 Wally  | Ice    |   778
 Emily  | Dates  |   233
 Mia    | Eggs   |   413
 Mia    | Butter |   751
 Wally  | Apple  |   358
 Helen  | Jelly  |   799
 Sam    | Grapes |   182
 Dan    | Ham    |   862
 Emily  | Apple  |   631
 Claire | Cherry |   245
 Sam    | Fish   |   338
 Mia    | Eggs   |   787
 Emily  | Dates  |   417
 Claire | Ice    |   163
 Helen  | Butter |   589
 Wally  | Ham    |    49
 Boo    | Jelly  |    35
 Helen  | Jelly  |   322
 Emily  | Ham    |   434
 Wally  | Ham    |   590
 Helen  | Dates  |   493
 Mia    | Apple  |    44
 Sam    | Grapes |    85
 Chae   | Cherry |   609
 Claire | Ham    |   639
 Mia    | Jelly  |   757
 Mia    | Jelly  |   401
 Mia    | Dates  |   532
 Sam    | Jelly  |   677
 Claire | Jelly  |    53
 Claire | Jelly  |   145
 Boo    | Ham    |   473
 Emily  | Fish   |     3
 Emily  | Butter |   553
 Wally  | Eggs   |   723
 Claire | Butter |   434
 Boo    | Eggs   |    48
 Dan    | Dates  |   989
 Chae   | Eggs   |   642
 Wally  | Ice    |   353
 Claire | Apple  |   697
 Dan    | Grapes |    36
 Mia    | Butter |   890
 Wally  | Butter |   581
 Dan    | Ice    |   600
 Wally  | Apple  |   862
 Dan    | Butter |   837
 Chae   | Eggs   |   743
 Dan    | Ham    |   643
 Dan    | Dates  |   791
 Helen  | Dates  |   896
 Boo    | Apple  |   438
 Mia    | Eggs   |   251
 Dan    | Ice    |   911
 Helen  | Ice    |   209
 Emily  | Fish   |   503
 Chae   | Apple  |   747
 Emily  | Apple  |   971
 Mia    | Cherry |    40
 Emily  | Ham    |    96
 Emily  | Eggs   |   611
 Helen  | Apple  |   635
 Dan    | Dates  |   316
 Helen  | Cherry |   930
 Dan    | Dates  |   544
 Mia    | Dates  |   912
 Wally  | Ice    |   610
 Emily  | Butter |    44
 Helen  | Ice    |   887
 Helen  | Ice    |   586
 Chae   | Grapes |   513
 Wally  | Apple  |   959
 Mia    | Ice    |   403
 Helen  | Butter |     7
 Boo    | Jelly  |   116
 Boo    | Ham    |   675
 Chae   | Jelly  |   668
 Claire | Ice    |   966
 Wally  | Eggs   |   456
 Claire | Cherry |   733
 Emily  | Fish   |   474
 Wally  | Cherry |   743
 Wally  | Butter |   624
 Claire | Eggs   |    40
 Emily  | Jelly  |   175
 Wally  | Ham    |   518
 Helen  | Fish   |   505
 Dan    | Jelly  |   959
 Wally  | Eggs   |   853
 Mia    | Apple  |   263
 Chae   | Eggs   |   831
 Sam    | Dates  |   959
 Wally  | Apple  |   465
 Claire | Eggs   |   486
 Mia    | Grapes |   172
 Chae   | Cherry |   576
 Chae   | Apple  |   159
 Wally  | Fish   |   451
 Helen  | Ham    |   799
 Emily  | Ice    |    30
 Claire | Ham    |    23
 Boo    | Ice    |   387
 Wally  | Ice    |    19
 Wally  | Ham    |   698
 Sam    | Jelly  |   630
 Chae   | Grapes |   189
 Claire | Butter |   191
 Mia    | Grapes |   132
 Dan    | Eggs   |   869
 Dan    | Dates  |   730
 Mia    | Apple  |   296
 Mia    | Grapes |   465
 Boo    | Fish   |   422
 Dan    | Dates  |   401
 Wally  | Cherry |   553
 Wally  | Fish   |   982
 Chae   | Fish   |   116
 Dan    | Ham    |   645
 Dan    | Cherry |   116
 Helen  | Dates  |   968
 Claire | Fish   |    53
 Mia    | Jelly  |    51
 Wally  | Ice    |   166
 Wally  | Grapes |   548
 Mia    | Eggs   |   843
 Mia    | Grapes |   209
 Dan    | Jelly  |   406
 Boo    | Grapes |   766
 Emily  | Ice    |   382
 Wally  | Fish   |   451
 Emily  | Jelly  |   909
 Emily  | Eggs   |   307
 Dan    | Fish   |   271
 Claire | Jelly  |   162
 Wally  | Cherry |   815
 Emily  | Grapes |    49
 Emily  | Eggs   |   134
 Claire | Apple  |   469
 Dan    | Jelly  |   685
 Helen  | Apple  |   975
 Dan    | Grapes |   821
 Dan    | Dates  |   173
 Emily  | Fish   |   661
 Wally  | Jelly  |   946
 Mia    | Jelly  |     6
 Boo    | Butter |   983
 Chae   | Cherry |   477
 Chae   | Jelly  |   131
 Chae   | Butter |   582
 Chae   | Cherry |   122
 Mia    | Eggs   |   924
 Emily  | Jelly  |   162
 Helen  | Eggs   |   410
 Sam    | Apple  |   151
 Emily  | Jelly  |    38
 Wally  | Fish   |   466
 Boo    | Cherry |   908
 Emily  | Cherry |   610
 Claire | Grapes |   370
 Claire | Jelly  |   907
 Mia    | Fish   |   741
 Dan    | Dates  |   378
 Sam    | Jelly  |   891
 Dan    | Ice    |   953
 Helen  | Dates  |   750
 Helen  | Dates  |   380
 Boo    | Ice    |   542
 Helen  | Jelly  |   408
 Dan    | Jelly  |   552
 Wally  | Cherry |   349
 Sam    | Ice    |   413
 Dan    | Dates  |   728
 Wally  | Jelly  |   841
 Boo    | Butter |   163
 Mia    | Apple  |   479
 Emily  | Ice    |   370
 Emily  | Dates  |   482
 Mia    | Dates  |   194
 Helen  | Apple  |   360
 Claire | Apple  |   541
 Chae   | Eggs   |   588
 Dan    | Fish   |   327
 Claire | Grapes |   370
 Helen  | Fish   |   325
 Chae   | Apple  |   449
 Wally  | Eggs   |   542
 Claire | Ham    |   749
 Emily  | Apple  |   708
 Helen  | Eggs   |   959
 Helen  | Apple  |   855
 Mia    | Eggs   |   275
 Wally  | Apple  |   224
 Helen  | Ham    |   651
 Wally  | Eggs   |   985
 Helen  | Butter |   673
 Helen  | Ham    |    53
 Claire | Butter |   478
 Boo    | Butter |   420
 Dan    | Eggs   |   666
 Wally  | Grapes |   308
 Chae   | Jelly  |   796
 Emily  | Grapes |   411
 Dan    | Butter |   868
 Emily  | Grapes |   641
 Sam    | Eggs   |   967
 Mia    | Cherry |   518
 Mia    | Apple  |   448
 Boo    | Fish   |   763
 Wally  | Grapes |   254
 Mia    | Cherry |   576
 Boo    | Ham    |   839
 Chae   | Ham    |   377
 Mia    | Dates  |   587
 Boo    | Butter |   178
 Sam    | Grapes |   804
 Sam    | Dates  |   427
 Helen  | Jelly  |    21
 Boo    | Ice    |   720
 Wally  | Apple  |   233
 Sam    | Butter |   873
 Boo    | Fish   |   602
 Wally  | Fish   |   695
 Claire | Ham    |   842
 Sam    | Ice    |   842
 Mia    | Cherry |   431
 Dan    | Dates  |    17
 Helen  | Ham    |   192
 Helen  | Eggs   |   853
 Claire | Ham    |   306
 Wally  | Grapes |    98
 Mia    | Butter |   269
 Boo    | Grapes |   229
 Claire | Apple  |    14
 Claire | Fish   |   576
 Emily  | Dates  |   549
 Emily  | Butter |   630
 Dan    | Ham    |   452
 Wally  | Eggs   |   352
 Emily  | Ham    |   769
 Mia    | Ham    |   714
 Boo    | Eggs   |    61
 Sam    | Ham    |   379
 Chae   | Cherry |   353
 Claire | Dates  |   135
 Helen  | Apple  |   544
 Boo    | Dates  |   387
 Mia    | Eggs   |   398
 Wally  | Grapes |   810
 Chae   | Eggs   |   952
 Helen  | Jelly  |   361
 Wally  | Cherry |   300
 Wally  | Jelly  |   491
 Helen  | Ham    |   248
 Claire | Cherry |   720
 Mia    | Eggs   |    24
 Emily  | Apple  |   380
 Helen  | Cherry |    36
 Sam    | Butter |   264
 Emily  | Butter |   244
 Emily  | Dates  |   437
 Claire | Eggs   |   992
 Emily  | Eggs   |   684
 Dan    | Jelly  |   252
 Chae   | Ice    |   799
 Emily  | Grapes |    58
 Emily  | Eggs   |   734
 Mia    | Ice    |   204
 Claire | Grapes |    99
 Sam    | Fish   |   262
 Dan    | Apple  |   876
 Emily  | Butter |   146
 Emily  | Dates  |     7
 Boo    | Grapes |   680
 Sam    | Apple  |     1
 Claire | Jelly  |   990
 Claire | Cherry |   866
 Claire | Ice    |   743
 Claire | Apple  |   356
 Boo    | Butter |   569
 Wally  | Dates  |    93
 Sam    | Eggs   |   364
 Mia    | Ice    |     1
 Dan    | Jelly  |   971
 Helen  | Grapes |   409
 Wally  | Dates  |   176
 Boo    | Ham    |   743
 Sam    | Jelly  |   314
 Mia    | Dates  |   199
 Wally  | Fish   |    10
 Boo    | Fish   |   387
 Boo    | Ham    |   996
 Dan    | Dates  |   940
 Dan    | Cherry |   448
 Boo    | Apple  |   610
 Mia    | Ham    |   431
 Wally  | Dates  |   222
 Boo    | Eggs   |   715
 Dan    | Ice    |   783
 Mia    | Ice    |   981
 Dan    | Fish   |   111
 Boo    | Eggs   |   885
 Emily  | Eggs   |   674
 Helen  | Apple  |   361
 Boo    | Apple  |   560
 Wally  | Ice    |   427
 Mia    | Butter |   834
 Mia    | Eggs   |    67
 Chae   | Eggs   |   982
 Wally  | Jelly  |   103
 Claire | Eggs   |   470
 Sam    | Grapes |   150
 Claire | Ham    |   985
 Sam    | Grapes |   989
 Wally  | Ice    |   293
 Mia    | Apple  |   440
 Emily  | Ham    |   679
 Claire | Ice    |   261
 Emily  | Fish   |   491
 Mia    | Grapes |    65
 Chae   | Jelly  |    40
 Dan    | Dates  |   755
 Wally  | Grapes |   796
 Sam    | Apple  |   321
 Helen  | Dates  |   461
 Claire | Ham    |   623
 Mia    | Eggs   |   631
 Chae   | Ham    |   710
 Chae   | Butter |   251
 Chae   | Grapes |   539
 Wally  | Ham    |   165
 Sam    | Ham    |   731
 Claire | Eggs   |   802
 Boo    | Ice    |   103
 Mia    | Jelly  |   366
 Wally  | Butter |   271
 Emily  | Cherry |   883
 Helen  | Ice    |   359
 Chae   | Dates  |   732
 Emily  | Cherry |   592
 Claire | Apple  |   472
 Sam    | Cherry |   880
 Claire | Ice    |   414
 Wally  | Ice    |   936
 Claire | Fish   |   627
 Chae   | Grapes |     8
 Wally  | Ham    |   472
 Claire | Ice    |   827
 Helen  | Eggs   |   799
 Wally  | Butter |   397
 Boo    | Ice    |   310
 Chae   | Apple  |   746
 Mia    | Dates  |   504
 Sam    | Cherry |   537
 Emily  | Ham    |   834
 Wally  | Jelly  |   405
 Chae   | Ice    |   855
 Chae   | Dates  |   507
 Chae   | Butter |   229
 Dan    | Jelly  |   239
 Wally  | Ice    |   749
 Emily  | Apple  |   620
 Wally  | Ice    |   906
 Helen  | Fish   |    97
 Helen  | Grapes |   993
 Sam    | Dates  |    92
 Helen  | Dates  |   604
 Boo    | Grapes |   631
 Wally  | Ice    |   942
 Sam    | Grapes |   897
 Helen  | Eggs   |   731
 Emily  | Fish   |   102
 Sam    | Fish   |    79
 Claire | Ice    |   200
 Chae   | Grapes |   101
 Boo    | Eggs   |   842
 Wally  | Eggs   |   869
 Sam    | Ham    |   954
 Helen  | Grapes |   643
 Chae   | Dates  |   787
 Emily  | Eggs   |    82
 Claire | Fish   |    97
 Boo    | Cherry |   703
 Sam    | Jelly  |   997
 Chae   | Butter |   352
 Dan    | Dates  |   286
 Wally  | Jelly  |   329
 Emily  | Jelly  |   449
 Emily  | Grapes |   727
 Wally  | Ice    |   211
 Boo    | Eggs   |   363
 Chae   | Eggs   |    37
 Claire | Cherry |   378
 Helen  | Cherry |   815
 Helen  | Apple  |   966
 Mia    | Cherry |    74
 Emily  | Eggs   |   104
 Chae   | Apple  |   185
 Claire | Ham    |   922
 Wally  | Jelly  |   876
 Sam    | Grapes |   862
 Helen  | Jelly  |   628
 Mia    | Eggs   |   525
 Wally  | Ice    |   835
 Mia    | Fish   |   171
 Emily  | Apple  |   221
 Chae   | Jelly  |   295
 Sam    | Ham    |   502
 Wally  | Eggs   |   382
 Claire | Apple  |    78
 Chae   | Cherry |   127
 Mia    | Apple  |   844
 Claire | Grapes |   377
 Wally  | Eggs   |    72
 Mia    | Fish   |   501
 Boo    | Fish   |   601
 Emily  | Ham    |   921
 Emily  | Ham    |    74
 Chae   | Ham    |   128
 Sam    | Cherry |   214
 Claire | Ice    |   253
 Mia    | Cherry |    85
 Helen  | Cherry |     7
 Chae   | Apple  |   294
 Sam    | Cherry |   747
 Claire | Butter |   198
 Chae   | Grapes |   598
 Helen  | Grapes |   632
 Helen  | Grapes |   815
 Chae   | Eggs   |   661
 Chae   | Ice    |    74
 Emily  | Ham    |   254
 Mia    | Butter |   236
 Sam    | Fish   |   133
 Claire | Butter |   333
 Chae   | Grapes |   577
 Mia    | Butter |   355
 Sam    | Jelly  |   938
 Emily  | Cherry |   737
 Mia    | Ice    |   335
 Mia    | Dates  |   200
 Chae   | Eggs   |   759
 Chae   | Dates  |   871
 Sam    | Butter |   510
 Sam    | Ham    |   485
 Helen  | Cherry |   588
 Chae   | Apple  |   215
 Emily  | Fish   |   127
 Claire | Ice    |   763
 Claire | Butter |   544
 Emily  | Butter |   558
 Chae   | Cherry |   865
 Dan    | Jelly  |   839
 Claire | Fish   |   689
 Sam    | Eggs   |   967
 Chae   | Eggs   |   947
 Sam    | Eggs   |   654
 Chae   | Grapes |   978
 Mia    | Eggs   |   888
 Sam    | Butter |   204
 Chae   | Cherry |   440
 Mia    | Grapes |   821
 Claire | Eggs   |   279
 Emily  | Eggs   |   672
 Helen  | Eggs   |   946
 Helen  | Ice    |   106
 Emily  | Cherry |   164
 Helen  | Ice    |   496
 Helen  | Cherry |   594
 Dan    | Jelly  |   412
 Dan    | Grapes |   937
 Sam    | Apple  |   835
 Sam    | Dates  |    93
 Chae   | Butter |    80
 Helen  | Cherry |   196
 Claire | Cherry |    91
 Boo    | Ham    |   629
 Sam    | Ham    |   807
 Chae   | Grapes |   566
 Emily  | Ham    |   172
 Mia    | Ice    |   308
 Claire | Cherry |   691
 Mia    | Ham    |   908
 Sam    | Ham    |   905
 Boo    | Butter |    20
 Chae   | Dates  |    25
 Sam    | Ice    |    16
 Claire | Ham    |   939
 Mia    | Jelly  |   460
 Chae   | Grapes |   723
 Emily  | Apple  |   212
 Wally  | Butter |   837
 Helen  | Fish   |    36
 Boo    | Fish   |   609
 Claire | Eggs   |   887
 Chae   | Apple  |   362
 Chae   | Butter |   773
 Boo    | Ham    |   271
 Emily  | Fish   |   621
 Sam    | Jelly  |   973
 Claire | Apple  |   824
 Helen  | Ice    |   874
 Claire | Eggs   |   785
 Boo    | Butter |   804
 Emily  | Ice    |   773
 Chae   | Ham    |   959
 Wally  | Eggs   |   979
 Sam    | Apple  |    86
 Wally  | Grapes |   405
 Emily  | Fish   |   720
 Boo    | Cherry |   929
 Claire | Apple  |    95
 Helen  | Ham    |    19
 Dan    | Dates  |   957
 Dan    | Dates  |   905
 Helen  | Dates  |   186
 Sam    | Apple  |   758
 Claire | Ham    |   257
 Mia    | Ice    |   750
 Helen  | Grapes |   232
 Claire | Cherry |   864
 Boo    | Apple  |   103
 Emily  | Eggs   |   766
 Claire | Eggs   |   145
 Sam    | Jelly  |   386
